date,costliness,costly,debtor,default,depression,isPartial
2012-05-06,0,1,0,46,75,False
2012-05-07,0,1,1,78,87,False
2012-05-08,0,1,1,79,97,False
2012-05-09,0,1,1,78,87,False
2012-05-10,0,1,1,86,88,False
2012-05-11,0,2,2,82,74,False
2012-05-12,0,1,0,58,64,False
2012-05-13,0,2,1,50,81,False
2012-05-14,0,1,1,78,95,False
2012-05-15,0,0,1,81,88,False
2012-05-16,0,1,1,86,89,False
2012-05-17,0,0,2,82,84,False
2012-05-18,0,0,0,79,73,False
2012-05-19,0,0,1,54,57,False
2012-05-20,0,0,0,55,67,False
2012-05-21,0,0,1,76,79,False
2012-05-22,0,2,2,81,89,False
2012-05-23,0,1,1,82,84,False
2012-05-24,0,0,1,85,80,False
2012-05-25,0,0,1,70,78,False
2012-05-26,0,1,1,54,57,False
2012-05-27,0,0,1,50,62,False
2012-05-28,0,2,1,57,71,False
2012-05-29,0,1,1,80,82,False
2012-05-30,0,1,1,81,79,False
2012-05-31,0,1,2,86,76,False
2012-06-01,0,0,1,82,72,False
2012-06-02,0,1,1,55,60,False
2012-06-03,0,1,0,59,68,False
2012-06-04,0,0,1,78,76,False
2012-06-05,0,1,1,88,71,False
2012-06-06,0,1,1,88,73,False
2012-06-07,0,0,1,84,69,False
2012-06-08,0,1,1,83,57,False
2012-06-09,0,0,1,53,65,False
2012-06-10,0,0,0,50,68,False
2012-06-11,0,1,1,84,69,False
2012-06-12,0,1,2,87,65,False
2012-06-13,0,2,1,94,69,False
2012-06-14,0,1,1,81,66,False
2012-06-15,0,1,0,77,54,False
2012-06-16,0,1,0,62,55,False
2012-06-17,0,1,1,50,71,False
2012-06-18,0,0,1,86,66,False
2012-06-19,0,1,1,87,70,False
2012-06-20,0,1,2,83,70,False
2012-06-21,0,1,2,82,69,False
2012-06-22,0,0,1,86,66,False
2012-06-23,0,0,0,56,60,False
2012-06-24,0,0,1,53,65,False
2012-06-25,0,1,1,82,73,False
2012-06-26,0,1,1,84,62,False
2012-06-27,0,1,1,84,72,False
2012-06-28,0,1,1,82,57,False
2012-06-29,0,1,0,79,61,False
2012-06-30,0,0,1,59,56,False
2012-07-01,0,1,0,51,62,False
2012-07-02,0,1,1,82,63,False
2012-07-03,0,0,1,84,62,False
2012-07-04,0,1,1,64,61,False
2012-07-05,0,1,1,82,66,False
2012-07-06,0,0,1,82,60,False
2012-07-07,0,1,0,57,58,False
2012-07-08,0,1,1,57,66,False
2012-07-09,0,1,2,80,64,False
2012-07-10,0,1,2,85,66,False
2012-07-11,0,1,2,84,67,False
2012-07-12,0,1,2,88,71,False
2012-07-13,0,0,0,77,57,False
2012-07-14,0,0,1,56,66,False
2012-07-15,0,1,1,52,62,False
2012-07-16,0,1,2,87,65,False
2012-07-17,0,1,1,87,68,False
2012-07-18,0,1,1,84,72,False
2012-07-19,0,1,1,82,65,False
2012-07-20,0,0,2,79,59,False
2012-07-21,0,1,0,58,66,False
2012-07-22,0,1,0,53,61,False
2012-07-23,0,2,0,80,67,False
2012-07-24,0,0,1,85,66,False
2012-07-25,0,0,1,91,67,False
2012-07-26,0,1,2,91,70,False
2012-07-27,0,0,1,87,67,False
2012-07-28,0,0,1,55,59,False
2012-07-29,0,1,1,54,70,False
2012-07-30,0,1,1,90,66,False
2012-07-31,0,1,1,82,62,False
2012-08-01,0,1,1,90,66,False
2012-08-02,0,0,1,87,65,False
2012-08-03,0,1,2,86,62,False
2012-08-04,0,1,1,51,59,False
2012-08-05,0,1,1,53,60,False
2012-08-06,0,1,1,81,63,False
2012-08-07,0,1,1,84,65,False
2012-08-08,0,1,1,86,65,False
2012-08-09,0,0,1,94,67,False
2012-08-10,0,0,2,71,59,False
2012-08-11,0,1,1,59,62,False
2012-08-12,0,1,1,47,65,False
2012-08-13,0,1,1,82,66,False
2012-08-14,0,1,1,81,68,False
2012-08-15,0,1,1,84,71,False
2012-08-16,0,0,2,88,59,False
2012-08-17,0,0,1,77,54,False
2012-08-18,0,1,0,56,58,False
2012-08-19,0,1,1,59,63,False
2012-08-20,0,1,1,85,67,False
2012-08-21,0,1,1,85,75,False
2012-08-22,0,0,2,90,67,False
2012-08-23,0,1,1,88,72,False
2012-08-24,0,1,1,84,61,False
2012-08-25,0,1,0,56,61,False
2012-08-26,0,1,0,53,66,False
2012-08-27,0,1,1,86,65,False
2012-08-28,0,1,1,94,70,False
2012-08-29,0,1,1,95,71,False
2012-08-30,0,1,1,89,74,False
2012-08-31,0,0,1,75,62,False
2012-09-01,0,1,0,54,55,False
2012-09-02,0,0,0,58,68,False
2012-09-03,0,1,0,61,71,False
2012-09-04,0,0,0,80,76,False
2012-09-05,0,1,1,90,75,False
2012-09-06,0,1,1,82,77,False
2012-09-07,0,0,1,82,70,False
2012-09-08,0,1,1,53,59,False
2012-09-09,0,1,1,61,74,False
2012-09-10,0,1,1,85,81,False
2012-09-11,0,1,1,89,80,False
2012-09-12,0,1,1,86,74,False
2012-09-13,0,1,1,87,75,False
2012-09-14,0,1,2,85,67,False
2012-09-15,0,0,0,60,60,False
2012-09-16,0,1,1,56,73,False
2012-09-17,0,1,2,80,85,False
2012-09-18,0,0,1,85,77,False
2012-09-19,0,1,1,89,78,False
2012-09-20,0,1,1,93,81,False
2012-09-21,0,1,1,81,69,False
2012-09-22,0,1,1,58,54,False
2012-09-23,0,2,1,54,72,False
2012-09-24,0,1,1,83,87,False
2012-09-25,0,2,1,98,79,False
2012-09-26,0,0,1,90,79,False
2012-09-27,0,1,1,88,85,False
2012-09-28,0,1,1,85,78,False
2012-09-29,0,0,1,57,58,False
2012-09-30,0,1,0,55,69,False
2012-10-01,0,1,2,73,85,False
2012-10-02,0,1,2,86,89,False
2012-10-03,0,1,0,86,78,False
2012-10-04,0,1,0,95,78,False
2012-10-05,0,1,1,72,73,False
2012-10-06,0,1,1,56,68,False
2012-10-07,0,1,1,53,69,False
2012-10-08,0,1,1,72,81,False
2012-10-09,0,0,1,80,90,False
2012-10-10,0,1,2,81,90,False
2012-10-11,0,1,1,91,87,False
2012-10-12,0,1,1,73,70,False
2012-10-13,0,1,0,56,64,False
2012-10-14,0,1,1,50,75,False
2012-10-15,0,1,2,76,86,False
2012-10-16,0,1,1,84,94,False
2012-10-17,0,2,2,83,87,False
2012-10-18,0,1,1,85,80,False
2012-10-19,0,1,2,80,71,False
2012-10-20,0,1,1,53,71,False
2012-10-21,0,1,0,57,73,False
2012-10-22,0,0,2,81,94,False
2012-10-23,0,0,1,82,87,False
2012-10-24,0,1,2,84,83,False
2012-10-25,0,1,2,82,85,False
2012-10-26,0,1,1,69,78,False
2012-10-27,0,0,1,50,63,False
2012-10-28,0,0,1,49,67,False
2012-10-29,0,1,1,74,76,False
2012-10-30,0,1,1,74,83,False
2012-10-31,0,2,1,79,77,False
2012-11-01,0,1,1,85,87,False
2012-11-02,0,1,1,77,76,False
2012-11-03,0,1,1,50,68,False
2012-11-04,0,1,1,47,66,False
2012-11-05,0,1,1,74,83,False
2012-11-06,0,1,1,76,77,False
2012-11-07,0,1,1,73,78,False
2012-11-08,0,1,1,87,90,False
2012-11-09,0,1,1,77,82,False
2012-11-10,0,1,1,50,65,False
2012-11-11,0,1,0,57,76,False
2012-11-12,0,1,2,67,83,False
2012-11-13,0,1,2,80,98,False
2012-11-14,0,1,1,80,99,False
2012-11-15,0,1,1,82,96,False
2012-11-16,0,1,1,76,80,False
2012-11-17,0,1,0,55,63,False
2012-11-18,0,0,1,53,72,False
2012-11-19,0,2,1,77,85,False
2012-11-20,0,1,1,74,83,False
2012-11-21,0,1,1,73,70,False
2012-11-22,0,0,1,57,50,False
2012-11-23,0,0,1,52,59,False
2012-11-24,0,1,1,57,70,False
2012-11-25,0,1,0,53,77,False
2012-11-26,0,1,1,70,99,False
2012-11-27,0,1,1,87,96,False
2012-11-28,0,1,1,77,98,False
2012-11-29,0,1,1,75,96,False
2012-11-30,0,1,1,78,81,False
2012-12-01,0,0,1,53,66,False
2012-12-02,0,1,1,53,88,False
2012-12-03,0,1,1,82,96,False
2012-12-04,0,1,2,78,94,False
2012-12-05,0,2,1,82,100,False
2012-12-06,0,2,1,83,94,False
2012-12-07,0,1,2,78,85,False
2012-12-08,0,1,1,56,74,False
2012-12-09,0,1,1,50,75,False
2012-12-10,0,1,1,78,97,False
2012-12-11,0,1,1,76,94,False
2012-12-12,0,1,1,79,97,False
2012-12-13,0,2,1,82,87,False
2012-12-14,0,1,1,72,75,False
2012-12-15,0,1,0,53,58,False
2012-12-16,0,0,0,53,67,False
2012-12-17,0,1,1,70,78,False
2012-12-18,0,1,1,72,83,False
2012-12-19,0,1,1,79,78,False
2012-12-20,0,1,0,78,70,False
2012-12-21,0,0,0,66,59,False
2012-12-22,0,0,1,57,54,False
2012-12-23,0,0,0,56,58,False
2012-12-24,0,0,0,54,54,False
2012-12-25,0,1,0,72,51,False
2012-12-26,0,0,1,72,55,False
2012-12-27,0,0,1,75,60,False
2012-12-28,0,1,1,75,58,False
2012-12-29,0,0,0,59,63,False
2012-12-30,0,1,0,52,58,False
2012-12-31,0,0,0,60,60,False
2013-01-01,0,1,0,50,64,False
2013-01-02,0,0,1,73,72,False
2013-01-03,0,2,1,84,74,False
2013-01-04,0,1,1,75,64,False
2013-01-05,0,0,0,58,60,False
2013-01-06,0,0,0,52,73,False
2013-01-07,0,1,1,74,85,False
2013-01-08,0,0,1,82,88,False
2013-01-09,0,1,1,85,94,False
2013-01-10,0,0,1,87,89,False
2013-01-11,0,1,1,79,85,False
2013-01-12,0,1,0,59,65,False
2013-01-13,0,0,1,57,78,False
2013-01-14,0,1,1,74,93,False
2013-01-15,0,0,1,83,86,False
2013-01-16,0,1,1,84,89,False
2013-01-17,0,1,1,79,86,False
2013-01-18,0,1,1,75,75,False
2013-01-19,0,0,0,59,64,False
2013-01-20,0,0,1,55,68,False
2013-01-21,0,1,0,72,73,False
2013-01-22,0,1,1,79,84,False
2013-01-23,0,1,1,85,89,False
2013-01-24,0,1,1,81,90,False
2013-01-25,0,2,1,81,87,False
2013-01-26,0,1,1,58,62,False
2013-01-27,0,1,0,53,78,False
2013-01-28,0,1,1,73,86,False
2013-01-29,0,1,1,82,96,False
2013-01-30,0,0,1,91,96,False
