date,destitute,extravagant,fire,gamble,hole,isPartial
2006-09-02,0,0,59,1,12,False
2006-09-03,0,0,71,1,13,False
2006-09-04,0,0,59,2,10,False
2006-09-05,0,0,61,2,11,False
2006-09-06,0,0,57,2,10,False
2006-09-07,0,0,59,3,11,False
2006-09-08,0,0,64,2,11,False
2006-09-09,0,0,61,2,12,False
2006-09-10,0,0,59,2,8,False
2006-09-11,0,0,65,2,9,False
2006-09-12,0,0,55,3,10,False
2006-09-13,0,0,62,3,11,False
2006-09-14,0,0,64,3,10,False
2006-09-15,0,0,58,1,11,False
2006-09-16,0,0,60,2,12,False
2006-09-17,0,0,72,2,14,False
2006-09-18,0,0,68,3,13,False
2006-09-19,0,0,66,2,10,False
2006-09-20,0,0,66,2,10,False
2006-09-21,0,0,62,3,11,False
2006-09-22,0,0,65,2,12,False
2006-09-23,0,0,64,1,11,False
2006-09-24,0,0,68,1,11,False
2006-09-25,0,0,60,2,10,False
2006-09-26,0,0,65,2,11,False
2006-09-27,0,0,65,2,12,False
2006-09-28,0,0,66,2,10,False
2006-09-29,0,0,63,2,11,False
2006-09-30,0,0,58,1,10,False
2006-10-01,0,0,67,1,12,False
2006-10-02,0,0,66,2,10,False
2006-10-03,0,0,62,4,8,False
2006-10-04,0,0,64,2,10,False
2006-10-05,0,0,61,2,13,False
2006-10-06,0,0,72,1,11,False
2006-10-07,0,0,66,1,8,False
2006-10-08,0,0,61,2,11,False
2006-10-09,0,0,66,1,12,False
2006-10-10,0,0,63,3,9,False
2006-10-11,0,0,65,2,9,False
2006-10-12,0,0,65,2,9,False
2006-10-13,0,0,61,1,10,False
2006-10-14,0,0,64,2,10,False
2006-10-15,0,0,58,1,10,False
2006-10-16,0,0,56,2,9,False
2006-10-17,0,0,63,3,9,False
2006-10-18,0,0,58,2,13,False
2006-10-19,0,0,57,2,11,False
2006-10-20,0,0,56,2,10,False
2006-10-21,0,0,59,1,10,False
2006-10-22,0,0,64,2,11,False
2006-10-23,0,0,63,2,10,False
2006-10-24,0,0,59,2,10,False
2006-10-25,0,0,63,2,11,False
2006-10-26,0,0,81,2,9,False
2006-10-27,0,0,72,3,8,False
2006-10-28,0,0,67,2,9,False
